env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
office,both,gcn,0.8026009202003479,5,0.6,60,38,True,0.5734528787434101,0.009557547979056835,20958,5276580.0,10553160.0
