env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
lecture_theatre,rss,gcn,2.1410391330718994,5,0.6,60,20,True,0.5639267712831497,0.009398779521385828,19230,4758180.0,9516360.0
