env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
corridor,both,both,0.5286687612533569,4,0.6,60,38,True,1.3134255446493626,0.021890425744156044,93781,8891880.0,17783760.0
