env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
building,rss,both,1.5788570642471313,13,0.6,120,20,True,2.4195252545177937,0.020162710454314947,91054,29011080.0,58022160.0
