env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
corridor,rtt,gcn,0.5856200456619263,4,0.6,60,20,True,0.5344129726290703,0.00890688287715117,19221,3859560.0,7719120.0
