env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
office,rtt,tcn,0.703865110874176,5,0.6,60,20,True,0.884507168084383,0.014741786134739717,80862,5915940.0,11831880.0
