env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
corridor,rtt,both,0.6634767651557922,4,0.6,60,20,True,1.2965408712625504,0.021609014521042507,90901,8200680.0,16401360.0
