env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
lecture_theatre,rss,both,2.170144557952881,5,0.6,60,20,True,1.3381054066121578,0.022301756776869297,90910,8930340.0,17860680.0
