env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
office,rtt,gcn,0.6219141483306885,5,0.6,60,20,True,0.5657775141298771,0.009429625235497952,19230,4758180.0,9516360.0
