env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
building,both,tcn,1.017046570777893,13,0.6,120,38,True,1.2017879076302052,0.010014899230251709,82734,16031880.0,32063760.0
