env,feature_mode,model_type,rf_rmse,N_AP,grid_m,T_used,feat_dim,causal,cpu_ms_per_seq,cpu_ms_per_scan,params,macs,flops
office,rtt,both,0.6491827368736267,5,0.6,60,20,True,1.3382264785468578,0.02230377464244763,90910,8930340.0,17860680.0
